"CCLE_ID" "model_id" "model_name" "synonyms" "model_type" "growth_properties" "doi" "pmed" "model_treatment" "model_comments" "msi_status" "mutational_burden" "ploidy" "parent_id" "crispr_ko_data" "sample_id" "tissue" "tissue_status" "cancer_type" "cancer_type_detail" "cancer_type_ncit_id" "age_at_sampling" "sampling_day" "sampling_month" "sampling_year" "sample_treatment" "sample_treatment_details" "sample_site" "tnm_t" "tnm_n" "tnm_m" "tnm_integrated" "tumour_grade" "patient_id" "species" "gender" "ethnicity" "smoking_status" "model_relations_comment" "COSMIC_ID" "BROAD_ID" "RRID" "HCMI" "suppliers" "supplier" "cat_number"
"NCIH1092_LUNG" "SIDM00653" "NCI-H1092" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 50.11 2.910699673 "" "True" "SIDS00212" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 67 NA 6 1985 "Unknown" "" "Bone marrow" NA NA NA NA NA "SIDP00173" "Homo Sapiens" "Male" "White" "Smoker" "" "687997" "ACH-000514" "CVCL_1454" NA "ATCC:CRL-5855" "ATCC" "CRL-5855"
"NCIH1105_LUNG" "SIDM00652" "NCI-H1105" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 85.55 3.241363992 "" "False" "SIDS00213" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 73 NA NA 1985 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00174" "Homo Sapiens" "Male" "White" "Smoker" "" "908468" "ACH-000780" "CVCL_1455" NA "ATCC:CRL-5856" "ATCC" "CRL-5856"
"NCIH1155_LUNG" "SIDM00651" "NCI-H1155" "NCI-1155" "Cell Line" "Suspension" "" NA "" "" "MSS" 202.5 2.05543019 "" "True" "SIDS00214" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Large Cell Lung Carcinoma" "C4450" 36 NA NA NA "None" "" "Lymph node" NA NA NA NA NA "SIDP00175" "Homo Sapiens" "Male" "White" "Smoker" "" "908467" "ACH-000980" "CVCL_1456" NA "ATCC:CRL-5818" "ATCC" "CRL-5818"
"NCIH1184_LUNG" "SIDM01679" "NCI-H1184" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 30.47 NA "" "False" "SIDS01638" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 42 NA 9 1985 "Unknown" "" "Lymph Node" NA NA NA NA NA "SIDP01561" "Homo Sapiens" "Male" "White" "Smoker" "NCI-BL1184 is a matched normal line initiated by Epstein Barr virus (EBV) transformation from the same patient as NCI-H1184. (ATCC)" "" "ACH-000523" "" NA "ATCC:CRL-5858" "ATCC" "CRL-5858"
"NCIH1299_LUNG" "SIDM00649" "NCI-H1299" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 46.89 4.750400096 "" "True" "SIDS00216" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Large Cell Lung Carcinoma" "C4450" 43 NA NA NA "Radiotherapy" "" "Lymph node" NA NA NA NA NA "SIDP00177" "Homo Sapiens" "Male" "White" "Smoker" "" "724831" "ACH-000510" "CVCL_0060" NA "ATCC:CRL-5803" "ATCC" "CRL-5803"
"NCIH1339_LUNG" "SIDM01387" "NCI-H1339" "" "Cell Line" "Unknown" "10.1002/jcb.240630505" 8806092 "Unknown" "NCI-H1339, NCI-H157, and NCI-H1264 are reported to come from different donors but have matching STR profiles (Yu et al, 2015). ICLAC made contact with the originator's laboratory to discuss the match. They have fresh stocks of NCI-H1339 with the correct fingerprint matching NCI-BL1339, which is a lymphoblastoid cell line from the same donor. (ICLAC v9)" "" 111.74 NA "" "True" "SIDS01410" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 49 27 2 86 "Radiotherapy" "Unknown" "Pleural Effusion" NA NA NA NA NA "SIDP01293" "Homo Sapiens" "Female" "White" "Smoker" "NCI-BL1339 is a lymphoblastoid line from the same patient as NCI-H1339. (PMID: 8806092)." "" "ACH-000921" "CVCL_A472" NA "" "" ""
"NCIH1341_LUNG" "SIDM00646" "NCI-H1341" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 23.34 3.601399733 "" "False" "SIDS00219" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" NA NA 2 1986 "Unknown" "" "Cervix" NA NA NA NA NA "SIDP00179" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "1330964" "ACH-000129" "CVCL_1463" NA "ATCC:CRL-5864" "ATCC" "CRL-5864"
"NCIH1355_LUNG" "SIDM00645" "NCI-H1355" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 56.16 2.304485605 "" "True" "SIDS00220" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 53 NA 3 1986 "Unknown" "" "Pleural effusion" NA NA NA NA NA "SIDP00180" "Homo Sapiens" "Male" "White" "Smoker" "" "724866" "ACH-000666" "CVCL_1464" NA "ATCC:CRL-5865" "ATCC" "CRL-5865"
"NCIH1373_LUNG" "SIDM01677" "NCI-H1373" "" "Cell Line" "Adherent" "10.1002/jcb.240630505" NA "Unknown" "" "" 62.16 NA "" "False" "SIDS01640" "Lung" "Unknown" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 56 20 3 1986 "Chemotherapy;Radiotherapy" "" "Unknown" NA NA NA NA NA "SIDP01562" "Homo Sapiens" "Male" "Black" "Smoker" "NaN" "" "ACH-000845" "" NA "ATCC:CRL-5866" "ATCC" "CRL-5866"
"NCIH1385_LUNG" "SIDM01676" "NCI-H1385" "" "Cell Line" "Suspension" "10.1002/jcb.240630505" NA "Unknown" "" "" NA NA "" "False" "SIDS01641" "Lung" "Metastasis" "Squamous Cell Lung Carcinoma" "Squamous Cell Lung Carcinoma" "C3493" 49 11 4 1986 "None" "" "Lymph Node" NA NA NA NA NA "SIDP01563" "Homo Sapiens" "Female" "Black" "Smoker" "NaN" "" "ACH-000737" "" NA "ATCC:CRL-5867" "ATCC" "CRL-5867"
"NCIH1395_LUNG" "SIDM00644" "NCI-H1395" "" "Cell Line" "Adherent" "" NA "" "" "MSS" NA 2.599587259 "" "False" "SIDS00221" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 55 NA 4 1986 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00181" "Homo Sapiens" "Female" "White" "Smoker" "NCI-BL1395 is a lymphoblastoid line established from the same patient as NCI-H1395 (ATCC)." "684681" "ACH-000327" "CVCL_1467" NA "ATCC:CRL-5868" "ATCC" "CRL-5868"
"NCIH1435_LUNG" "SIDM00658" "NCI-H1435" "" "Cell Line" "Semi-Adherent" "" NA "" "" "MSS" 90.76 1.856069597 "" "False" "SIDS00224" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 35 NA 6 1986 "Unknown" "" "Lung" NA NA NA NA NA "SIDP00183" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "1298347" "ACH-000852" "CVCL_1470" NA "ATCC:CRL-5870" "ATCC" "CRL-5870"
"NCIH1436_LUNG" "SIDM00697" "NCI-H1436" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 70.13 2.015223357 "" "False" "SIDS00225" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 39 NA 6 1986 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00184" "Homo Sapiens" "Male" "White" "Smoker" "" "908469" "ACH-000830" "CVCL_1471" NA "ATCC:CRL-5871" "ATCC" "CRL-5871"
"NCIH1437_LUNG" "SIDM00734" "NCI-H1437" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 49.26 2.848688544 "" "True" "SIDS00226" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 60 NA 6 1986 "Unknown" "" "Pleural effusion" NA NA NA NA NA "SIDP00185" "Homo Sapiens" "Male" "White" "Smoker" "NCI-BL1437 is a matched normal line initiated by Epstein Barr virus (EBV) transformation from the same patient as NCI-H1437. (ATCC)" "687794" "ACH-000589" "CVCL_1472" NA "ATCC:CRL-5872" "ATCC" "CRL-5872"
"NCIH146_LUNG" "SIDM00698" "NCI-H146" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 45.03 2.921227341 "" "False" "SIDS00227" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 59 NA NA 1979 "Unknown" "" "Bone marrow" NA NA NA NA NA "SIDP00186" "Homo Sapiens" "Male" "White" "Smoker" "" "910899" "ACH-000506" "CVCL_1473" NA "ATCC:HTB-173" "ATCC" "HTB-173"
"NCIH1563_LUNG" "SIDM00751" "NCI-H1563" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 92.71 3.672370747 "" "False" "SIDS00228" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 0 NA 12 1986 "Unknown" "" "Lung" NA NA NA NA NA "SIDP00187" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "753600" "ACH-000892" "CVCL_1475" NA "ATCC:CRL-5875" "ATCC" "CRL-5875"
"NCIH1568_LUNG" "SIDM00750" "NCI-H1568" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 120.74 2.500623586 "" "True" "SIDS00229" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 48 NA 12 1986 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00188" "Homo Sapiens" "Female" "White" "Smoker" "" "1298348" "ACH-000869" "CVCL_1476" NA "ATCC:CRL-5876" "ATCC" "CRL-5876"
"NCIH1573_LUNG" "SIDM00749" "NCI-H1573" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 188.66 1.661882845 "" "True" "SIDS00230" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 35 NA 12 1986 "Unknown" "" "Soft tissue" NA NA NA NA NA "SIDP00189" "Homo Sapiens" "Female" "White" "Smoker" "" "908472" "ACH-000916" "CVCL_1478" NA "ATCC:CRL-5877" "ATCC" "CRL-5877"
"NCIH1581_LUNG" "SIDM00748" "NCI-H1581" "" "Cell Line" "Semi-Adherent" "" NA "" "" "MSS" 35.13 3.189663341 "" "True" "SIDS00231" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Large Cell Lung Carcinoma" "C4450" 44 NA 1 1987 "Unknown" "" "Lung" NA NA NA NA NA "SIDP00190" "Homo Sapiens" "Male" "White" "Smoker" "" "908471" "ACH-000015" "CVCL_1479" NA "ATCC:CRL-5878" "ATCC" "CRL-5878"
"NCIH1618_LUNG" "SIDM01675" "NCI-H1618" "" "Cell Line" "Suspension" "10.1002/jcb.240630505" NA "Unknown" "" "" NA NA "" "False" "SIDS01642" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 55 10 4 1987 "None" "" "Bone Marrow" NA NA NA NA NA "SIDP01564" "Homo Sapiens" "Female" "White" "Smoker" "NaN" "" "ACH-000179" "" NA "ATCC:CRL-5879" "ATCC" "CRL-5879"
"NCIH1623_LUNG" "SIDM00747" "NCI-H1623" "" "Cell Line" "Semi-Adherent" "" NA "" "" "MSS" 76.45 2.63487674 "" "False" "SIDS00232" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 58 NA 4 1987 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00191" "Homo Sapiens" "Male" "White" "Smoker" "" "687798" "ACH-000744" "CVCL_1481" NA "ATCC:CRL-5881" "ATCC" "CRL-5881"
"NCIH1648_LUNG" "SIDM00746" "NCI-H1648" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 82.74 2.43707672 "" "True" "SIDS00233" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 39 NA 5 1987 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00192" "Homo Sapiens" "Male" "Black" "Smoker" "" "687799" "ACH-000766" "CVCL_1482" NA "ATCC:CRL-5882" "ATCC" "CRL-5882"
"NCIH1650_LUNG" "SIDM00745" "NCI-H1650" "H1650_CO" "Cell Line" "Adherent" "" NA "" "" "MSS" 21.53 1.991831895 "" "True" "SIDS00234" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Bronchiolo-Alveolar Lung Carcinoma" "C2923" 27 NA 5 1987 "Unknown" "" "Pleural effusion" NA NA NA NA NA "SIDP00193" "Homo Sapiens" "Male" "White" "Smoker" "" "687800" "ACH-000035" "CVCL_1483" NA "ATCC:CRL-5883" "ATCC" "CRL-5883"
"NCIH1651_LUNG" "SIDM00744" "NCI-H1651" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 101.87 2.905446505 "" "False" "SIDS00235" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 71 NA 5 1987 "Unknown" "" "Lung" NA NA NA NA NA "SIDP00194" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "910900" "ACH-000893" "CVCL_1484" NA "ATCC:CRL-5884" "ATCC" "CRL-5884"
"NCIH1666_LUNG" "SIDM00743" "NCI-H1666" "H1666_DA" "Cell Line" "Semi-Adherent" "" NA "" "" "MSS" 40.47 2.957840032 "" "True" "SIDS00236" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Bronchiolo-Alveolar Lung Carcinoma" "C2923" 50 NA 6 1986 "Unknown" "" "Pleural effusion" NA NA NA NA NA "SIDP00195" "Homo Sapiens" "Female" "White" "Unknown" "" "908473" "ACH-000448" "CVCL_1485" NA "ATCC:CRL-5885" "ATCC" "CRL-5885"
"NCIH1693_LUNG" "SIDM00742" "NCI-H1693" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 42.13 2.730169327 "" "True" "SIDS00237" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 55 NA 7 1987 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00196" "Homo Sapiens" "Female" "White" "Smoker" "NCI-H1819 and the matched normal line NCI-BL1819 were derived from the same patient as NCI-H1693 following chemotherapy. (PMID: 8806092)" "687802" "ACH-000021" "CVCL_1488" NA "ATCC:CRL-5887" "ATCC" "CRL-5887"
"NCIH1694_LUNG" "SIDM00741" "NCI-H1694" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 48.55 2.403295752 "" "True" "SIDS00238" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 61 NA 7 1987 "Unknown" "" "Ascites" NA NA NA NA NA "SIDP00197" "Homo Sapiens" "Male" "White" "Unknown" "" "688006" "ACH-000431" "CVCL_1489" NA "ATCC:CRL-5888" "ATCC" "CRL-5888"
"NCIH1703_LUNG" "SIDM00740" "NCI-H1703" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 73.89 2.31550571 "" "True" "SIDS00239" "Lung" "Tumour" "Squamous Cell Lung Carcinoma" "Squamous Cell Lung Carcinoma" "C3493" 54 NA 8 1987 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00198" "Homo Sapiens" "Male" "White" "Smoker" "" "908474" "ACH-000747" "CVCL_1490" NA "ATCC:CRL-5889" "ATCC" "CRL-5889"
"NCIH1734_LUNG" "SIDM00739" "NCI-H1734" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 73.37 2.492666737 "" "False" "SIDS00240" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 56 NA 9 1987 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00199" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "722058" "ACH-000675" "CVCL_1491" NA "ATCC:CRL-5891" "ATCC" "CRL-5891"
"NCIH1755_LUNG" "SIDM00738" "NCI-H1755" "" "Cell Line" "Semi-Adherent" "" NA "" "" "MSS" 36.97 3.009254755 "" "True" "SIDS00241" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 65 NA 10 1987 "Unknown" "" "Liver" NA NA NA NA NA "SIDP00200" "Homo Sapiens" "Female" "White" "Smoker" "" "908475" "ACH-000282" "CVCL_1492" NA "ATCC:CRL-5892" "ATCC" "CRL-5892"
"NCIH1781_LUNG" "SIDM00754" "NCI-H1781" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 34.32 2.435727063 "" "False" "SIDS00244" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Bronchiolo-Alveolar Lung Carcinoma" "C2923" 66 NA 11 1987 "Unknown" "" "Pleural effusion" NA NA NA NA NA "SIDP00202" "Homo Sapiens" "Female" "White" "Smoker" "" "1298350" "ACH-000379" "CVCL_1494" NA "ATCC:CRL-5894" "ATCC" "CRL-5894"
"NCIH1792_LUNG" "SIDM00771" "NCI-H1792" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 38.39 2.163915823 "" "True" "SIDS00245" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 50 NA NA 1987 "Unknown" "" "Pleural effusion" NA NA NA NA NA "SIDP00203" "Homo Sapiens" "Male" "White" "Smoker" "" "724868" "ACH-000496" "CVCL_1495" NA "ATCC:CRL-5895" "ATCC" "CRL-5895"
"NCIH1793_LUNG" "SIDM00755" "NCI-H1793" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 136.11 3.21613952 "" "True" "SIDS00246" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 52 NA 12 1987 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00204" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "908463" "ACH-000888" "CVCL_1496" NA "ATCC:CRL-5896" "ATCC" "CRL-5896"
"NCIH1819_LUNG" "SIDM01674" "NCI-H1819" "" "Cell Line" "Semi-Adherent" "10.1002/jcb.240630505" NA "Unknown" "" "" NA NA "" "False" "SIDS01643" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 55 26 1 1988 "Chemotherapy" "Cis-platinum" "Lymph Node" NA NA NA NA NA "SIDP00196" "Homo Sapiens" "Female" "White" "Smoker" "NCI-H1819 and the matched normal line NCI-BL1819 were derived from the same patient as NCI-H1693 following chemotherapy. (PMID: 8806092)" "" "ACH-000033" "" NA "ATCC:CRL-5897" "ATCC" "CRL-5897"
"NCIH1836_LUNG" "SIDM00770" "NCI-H1836" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 40.82 3.153430719 "" "False" "SIDS00247" "Lung" "Tumour" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 52 NA 2 1988 "Chemotherapy;Radiotherapy" "" "Unknown" NA NA NA NA NA "SIDP00205" "Homo Sapiens" "Male" "White" "Smoker" "" "1240182" "ACH-000559" "CVCL_1498" NA "ATCC:CRL-5898" "ATCC" "CRL-5898"
"NCIH1838_LUNG" "SIDM00769" "NCI-H1838" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 76.47 2.748032961 "" "False" "SIDS00248" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 0 NA 2 1988 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00206" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "687807" "ACH-000733" "CVCL_1499" NA "ATCC:CRL-5899" "ATCC" "CRL-5899"
"NCIH1869_LUNG" "SIDM00768" "NCI-H1869" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 29.97 3.774333342 "" "True" "SIDS00249" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Non-Small Cell Lung Carcinoma" "C2926" 58 NA 3 1988 "Chemotherapy;Radiotherapy" "" "Pleural effusion" NA NA NA NA NA "SIDP00207" "Homo Sapiens" "Male" "White" "Smoker" "" "1240183" "ACH-000894" "CVCL_1500" NA "ATCC:CRL-5900" "ATCC" "CRL-5900"
"NCIH1876_LUNG" "SIDM00766" "NCI-H1876" "" "Cell Line" "Adherent" "10.1002/jcb.240630505" NA "" "" "MSS" NA 2.412225694 "" "False" "SIDS00251" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 59 NA 4 1988 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00209" "Homo Sapiens" "Male" "White" "Smoker" "NCI-H1876 & NCI-H1882 & NCI-H1881 have been derived from the same same patient. (NCI-Navy Medical Oncology Brance Cell Line Supplement DOI: 10.1002/jcb.240630505)" "1330972" "ACH-000586" "CVCL_1503" NA "ATCC:CRL-5902" "ATCC" "CRL-5902"
"NCIH1915_LUNG" "SIDM00763" "NCI-H1915" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 65.37 2.00929627 "" "True" "SIDS00254" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Non-Small Cell Lung Carcinoma" "C2926" 61 NA 4 1988 "Unknown" "" "Brain" NA NA NA NA NA "SIDP00210" "Homo Sapiens" "Female" "White" "Unknown" "" "1240184" "ACH-000434" "CVCL_1505" NA "ATCC:CRL-5904" "ATCC" "CRL-5904"
"NCIH1930_LUNG" "SIDM01672" "NCI-H1930" "" "Cell Line" "Suspension" "10.1002/jcb.240630505" NA "Unknown" "" "" NA NA "" "False" "SIDS01645" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 41 16 5 1988 "None" "" "Lymph Node" NA NA NA NA NA "SIDP01565" "Homo Sapiens" "Male" "White" "Unknown" "NaN" "" "ACH-000870" "" NA "ATCC:CRL-5906" "ATCC" "CRL-5906"
"NCIH1944_LUNG" "SIDM00762" "NCI-H1944" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 44.05 2.128046045 "" "True" "SIDS00255" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 62 NA 6 1988 "Unknown" "" "Soft tissue" NA NA NA NA NA "SIDP00211" "Homo Sapiens" "Female" "White" "Smoker" "" "1240185" "ACH-000414" "CVCL_1508" NA "ATCC:CRL-5907" "ATCC" "CRL-5907"
"NCIH1963_LUNG" "SIDM00760" "NCI-H1963" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 49.24 1.989842841 "" "False" "SIDS00257" "Lung" "Tumour" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 56 NA 6 1988 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00213" "Homo Sapiens" "Male" "Black" "Smoker" "" "688010" "ACH-000729" "CVCL_1510" NA "ATCC:CRL-5982" "ATCC" "CRL-5982"
"NCIH196_LUNG" "SIDM00761" "NCI-H196" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 59.32 2.351384787 "" "False" "SIDS00256" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 68 NA 10 1979 "Chemotherapy;Radiotherapy" "" "Pleural effusion" NA NA NA NA NA "SIDP00212" "Homo Sapiens" "Male" "White" "Unknown" "" "1240186" "ACH-000752" "CVCL_1509" NA "ATCC:CRL-5823" "ATCC" "CRL-5823"
"NCIH1975_LUNG" "SIDM00759" "NCI-H1975" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 41.18 2.829888661 "" "True" "SIDS00258" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" NA NA 7 1988 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00214" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "924244" "ACH-000587" "CVCL_1511" NA "ATCC:CRL-5908" "ATCC" "CRL-5908"
"NCIH2004RT_SOFT_TISSUE" "SIDM01671" "NCI-H2004RT" "" "Cell Line" "Unknown" "" NA "Unknown" "" "" NA NA "" "False" "SIDS01646" "Kidney" "Unknown" "Other Solid Cancers" "Rhabdoid Tumour of the Kidney" "C8715" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01566" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "NaN" "" "ACH-000533" "" NA "" "" ""
"NCIH2009_LUNG" "SIDM00756" "NCI-H2009" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 108.37 4.772955726 "" "False" "SIDS00261" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 68 NA 8 1988 "Chemotherapy;Radiotherapy" "" "Lymph node" NA NA NA NA NA "SIDP00216" "Homo Sapiens" "Female" "White" "Smoker" "NCI-BL2009 is a lymphoblastoid line derived from the same patient as NCI-H2009 (ATCC)." "724873" "ACH-000886" "CVCL_1514" NA "ATCC:CRL-5911" "ATCC" "CRL-5911"
"NCIH2023_LUNG" "SIDM00753" "NCI-H2023" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 75.55 2.470210817 "" "True" "SIDS00263" "Lung" "Metastasis" "Squamous Cell Lung Carcinoma" "Squamous Cell Lung Carcinoma" "C3493" 26 NA 9 1988 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00217" "Homo Sapiens" "Male" "White" "Unknown" "" "1240187" "ACH-000781" "CVCL_1515" NA "ATCC:CRL-5912" "ATCC" "CRL-5912"
"NCIH2029_LUNG" "SIDM00735" "NCI-H2029" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 41.76 1.875258151 "" "False" "SIDS00264" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 69 NA 9 1988 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00218" "Homo Sapiens" "Female" "White" "Smoker" "" "688011" "ACH-000298" "CVCL_1516" NA "ATCC:CRL-5913" "ATCC" "CRL-5913"
"NCIH2030_LUNG" "SIDM00715" "NCI-H2030" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 47 2.114153336 "" "True" "SIDS00265" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 0 NA 9 1988 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00219" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "722045" "ACH-000521" "CVCL_1517" NA "ATCC:CRL-5914" "ATCC" "CRL-5914"
"NCIH2052_PLEURA" "SIDM00713" "NCI-H2052" "H2052_MM" "Cell Line" "Adherent" "" NA "" "" "MSS" 22.08 3.875561742 "" "True" "SIDS00266" "Lung" "Metastasis" "Mesothelioma" "Pleural Sarcomatoid Mesothelioma" "C45663" 65 NA 9 1988 "Unknown" "" "Pleural effusion" NA NA NA NA NA "SIDP00220" "Homo Sapiens" "Male" "White" "Smoker" "NCI-BL2052 is a lymphoblastoid line derived from the same patient as NCI-H2052 (ATCC)." "688058" "ACH-000153" "CVCL_1518" NA "ATCC:CRL-5915" "ATCC" "CRL-5915"
"NCIH2066_LUNG" "SIDM00711" "NCI-H2066" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 60.63 2.408575741 "" "False" "SIDS00268" "Lung" "Tumour" "Squamous Cell Lung Carcinoma" "Squamous Cell Lung Carcinoma" "C3493" 70 NA 10 1988 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00221" "Homo Sapiens" "Female" "White" "Unknown" "" "1330973" "ACH-000727" "CVCL_1520" NA "ATCC:CRL-5917" "ATCC" "CRL-5917"
